6783.548472	744.9402466	0	0 745
6783.548472	744.9402466	0	0 -
6783.548472	744.9402466	0	0 -
6783.548472	744.9402466	0	0 -     
6796.312639	744.9402466	-	- -
6796.327917	744.9402466	-	- -
6796.335972	744.9402466	-	- -
6796.337917	744.9402466	-	- -
6796.339861	744.9402466	-	- -
6796.347361	744.9402466	-	- -
6796.347917	744.9402466	-	- -
6796.350972	744.9402466	-	- -
6796.356806	744.9402466	-	- -
6796.369306	744.9402466	-	- -
6796.37125	744.9402466	-	- -
6796.378195	744.9402466	-	- -
6796.387361	744.9402466	-	- -
6799.031528	744.9402466	-	- -
6799.034028	744.9402466	-	- -
6799.034861	744.9402466	-	- -
6799.040417	744.9402466	-	- -
6799.042639	744.9402466	1	- -
6799.045417	744.9402466	-	- -
6799.04625	744.9402466	-	- -
6799.052361	744.9402466	-	- -
6799.052917	744.9402466	-	- -
6799.054306	744.9402466	-	- -
6799.060139	744.9402466	-	- -
6799.06125	744.9402466	-	- -
6799.067917	744.9402466	-	- -
6799.068472	744.9402466	-	- -
6799.069861	744.9402466	-	- -
6799.072917	744.9402466	-	- -
6799.073472	744.9402466	-	- -
6799.075972	744.9402466	-	- -
6799.077084	744.9402466	-	- -
6799.080139	744.9402466	-	- -
6799.081806	744.9402466	-	- -
6799.084028	744.9402466	-	- -
6799.087084	744.9402466	-	- -
6799.08875	744.9402466	-	- -
6799.089306	744.9402466	-	- -
6799.090139	744.9402466	-	- -
6799.095417	744.9402466	-	- -
6799.096528	744.9402466	-	- -
6799.097361	744.9402466	-	- -
6799.098472	744.9402466	-	- -
6799.100417	744.9402466	-	- -
6799.102917	744.9402466	-	- -
6799.105417	744.9402466	-	- -
6799.105972	744.9402466	-	- -
6799.106528	744.9402466	-	- -
6799.107084	744.9402466	-	- -
6799.10875	744.9402466	-	- -
6799.109584	744.9402466	-	- -
6799.110417	744.9402466	-	- -
6799.111528	744.9402466	-	- -
6799.11375	744.9402466	-	- -
6799.114861	744.9402466	-	- -
6799.115695	744.9402466	-	- -
6799.116528	744.9402466	-	- -
6799.117361	744.9402466	-	- -
6799.118195	744.9402466	-	- -
6799.11875	744.9402466	-	- -
6799.120695	744.9402466	-	- -
6799.122084	744.9402466	-	- -
6799.122917	744.9402466	-	- -
6799.124028	744.9402466	-	- -
6799.125972	744.9402466	-	- -
6799.127361	744.9402466	-	- -
6799.129584	744.9402466	-	- -
6799.130417	744.9402466	-	- -
6799.13125	744.9402466	-	- -
6799.132361	744.9402466	-	- -
6799.133472	744.9402466	-	- -
6799.134584	744.9402466	-	- -
6799.135417	744.9402466	-	- -
6799.136528	744.9402466	-	- -
6799.137084	744.9402466	-	- -
6799.138195	744.9402466	-	- -
6799.139306	744.9402466	-	- -
6799.139861	744.9402466	-	- -
6799.140695	744.9402466	-	- -
6799.141528	744.9402466	-	- -
6799.142639	744.9402466	-	- -
6799.143472	744.9402466	-	- -
6799.144028	744.9402466	-	- -
6799.144861	744.9402466	-	- -
6799.145972	744.9402466	-	- -
6799.146806	744.9402466	-	- -
6799.147639	744.9402466	-	- -
6799.148472	744.9402466	-	- -
6799.149584	744.9402466	-	- -
6799.150417	744.9402466	-	- -
6799.153195	744.9402466	-	- -
6799.154584	744.9402466	-	- -
6799.155695	744.9402466	-	- -
6799.15625	744.9402466	-	- -
6799.156806	744.9402466	-	- -
6799.158195	744.9402466	-	- -
6799.159584	744.9402466	-	- -
6799.160139	744.9402466	-	- -
6799.16125	744.9402466	-	- -
6799.161806	744.9402466	-	- -
6799.162361	744.9402466	-	- -
6799.162917	744.9402466	-	- -
6799.163472	744.9402466	-	- -
6799.164028	744.9402466	-	- -
6799.164861	744.9402466	-	- -
6799.165417	744.9402466	-	- -
6799.166528	744.9402466	-	- -
6799.167917	744.9402466	-	- -
6799.169861	744.9402466	-	- -
6799.170695	744.9402466	-	- -
6799.171806	744.9402466	-	- -
6799.172361	744.9402466	-	- -
6799.173472	744.9402466	-	- -
6799.174861	744.9402466	-	- -
6799.17625	744.9402466	-	- -
6799.177084	744.9402466	-	- -
6799.178472	744.9402466	-	- -
6799.179306	744.9402466	-	- -
6799.180417	744.9402466	-	- -
6799.180972	744.9402466	-	- -
6799.181528	744.9402466	-	- -
6799.182639	744.9402466	-	- -
6799.183195	744.9402466	-	- -
6799.184584	744.9402466	-	- -
6799.18625	744.9402466	-	- -
6799.189306	744.9402466	-	- -
6799.193195	744.9402466	-	- -
6799.194028	744.9402466	-	- -
6799.194584	744.9402466	-	- -
6799.195695	744.9402466	-	- -
6799.196528	744.9402466	-	- -
6799.197361	744.9402466	-	- -
6799.200417	744.9402466	-	- -
6799.201528	744.9402466	-	- -
6799.202361	744.9402466	-	- -
6799.20375	744.9402466	-	- -
6799.204584	744.9402466	-	- -
6799.205139	744.9402466	-	- -
6799.207361	744.9402466	-	- -
6799.207917	744.9402466	-	- -
6799.210417	744.9402466	-	- -
6799.21125	744.9402466	-	- -
6799.212361	744.9402466	-	- -
6799.212917	744.9402466	-	- -
6799.21375	744.9402466	-	- -
6799.217084	744.9402466	-	- -
6799.219584	744.9402466	-	- -
6799.220695	744.9402466	-	- -
6799.222639	744.9402466	-	- -
6799.223472	744.9402466	-	- -
6799.224028	744.9402466	-	- -
6799.224861	744.9402466	-	- -
6799.225972	744.9402466	-	- -
6799.226806	744.9402466	-	- -
6799.227917	744.9402466	-	- -
6799.22875	744.9402466	-	- -
6799.229584	744.9402466	-	- -
6799.230417	744.9402466	-	- -
6799.236806	744.9402466	-	- -
6799.237361	744.9402466	-	- -
6799.237917	744.9402466	-	- -
6799.239306	744.9402466	-	- -
6799.240417	744.9402466	-	- -
6799.24125	744.9402466	-	- -
6799.24375	744.9402466	-	- -
6799.245972	744.9402466	-	- -
6799.247639	744.9402466	-	- -
6799.248195	744.9402466	-	- -
6799.250139	744.9402466	-	- -
6799.25125	744.9402466	-	- -
6799.258472	744.9402466	-	- -
6799.261528	744.9402466	-	- -
6799.266806	744.9402466	-	- -
6799.267917	744.9402466	-	- -
6799.278195	744.9402466	-	- -
6799.279306	744.9402466	-	- -
6799.281806	744.9402466	-	- -
6799.283472	744.9402466	-	- -
6799.285417	744.9402466	-	- -
6799.289028	744.9402466	-	- -
6799.296806	744.9402466	-	- -
6799.301806	744.9402466	-	- -
6799.304028	744.9402466	-	- -
6799.308195	744.9402466	-	- -
6799.30875	744.9402466	-	- -
6799.320139	744.9402466	-	- -
6799.451667	746.2092896	-	- -
6799.452222	746.2092896	-	- -
6799.531667	746.2092896	-	- -
6799.534167	746.2092896	-	- -
6799.54625	746.2092896	-	- -
6799.552084	746.2092896	-	- -
6799.555139	746.2092896	-	- -
6799.55625	746.2092896	-	- -
6799.558195	746.2092896	-	- -
6799.55875	746.2092896	-	- -
6799.565695	746.2092896	-	- -
6799.56875	746.2092896	-	- -
6799.574306	746.2092896	-	- -
6799.579028	746.2092896	-	- -
6799.579861	746.2092896	-	- -
6799.580972	746.2092896	-	- -
6799.582084	746.2092896	-	- -
6799.583195	746.2092896	-	- -
6799.585695	746.2092896	-	- -
6799.587917	746.2092896	-	- -
6799.589028	746.2092896	-	- -
6799.590139	746.2092896	-	- -
6799.592361	746.2092896	-	- -
6799.597084	746.2092896	-	- -
6799.599306	746.2092896	-	- -
6799.608195	746.2092896	-	- -
6799.609584	746.2092896	-	- -
6799.610139	746.2092896	-	1 -
6799.610139	746.2092896	-	1 -
6799.610139	746.2092896	-	1 -
6799.610139	746.2092896	-	1 -
6799.610139	746.2092896	-	1 -
6799.612361	746.2092896	-	- -
6799.613472	746.2092896	-	- -
6799.614584	746.2092896	-	- -
6799.615417	746.2092896	-	- -
6799.617084	744.9402466	-	- -
6799.618472	743.6712646	-	- 730
6799.619306	742.4022217	-	- -
6799.620695	741.1331787	-	- -
6799.621806	739.8641968	-	- -
6799.623195	738.5951538	-	- -
6799.624584	737.3261108	-	- -
6799.625695	736.0571289	-	- -
6799.627361	734.7880859	-	- -
6799.628472	733.519043	-	- -
6799.629861	732.250061	-	- -
6799.63125	730.9810181	-	- -
6799.632639	729.7119751	-	- -
6799.634028	728.4429932	-	- -
6799.635695	727.1739502	-	- -
6799.637084	725.9049072	-	- -
6799.637917	725.9049072	-	- -
6799.63875	724.6358643	-	- -
6799.640139	723.3668823	-	- -
6799.641528	722.0978394	-	- -
6799.642917	720.8287964	-	- -
6799.644306	719.5598145	-	- -
6799.645972	718.2907715	-	- -
6799.647084	717.0217285	-	- -
6799.649028	715.7527466	-	- -
6799.650139	714.4837036	-	- -
6799.651806	713.2146606	-	- -
6799.653195	711.9456787	-	- -
6799.654584	710.6766357	-	- -
6799.655972	709.4075928	-	- -
6799.657639	708.1386108	-	- -
6799.659306	706.8695679	-	- -
6799.660695	705.6005249	-	- -
6799.662361	704.3314819	-	- -
6799.66375	703.0625	-	- -
6799.665139	701.793457	-	- -
6799.666806	700.5244141	-	- -
6799.668472	699.2554321	-	- -
6799.669861	697.9863892	-	- -
6799.671806	696.7173462	-	- -
6799.673195	695.4483643	-	- -
6799.674584	694.1793213	-	- -
6799.676806	692.9102783	-	- -
6799.678472	691.6412964	-	- -
6799.680139	690.3722534	-	- -
6799.68125	689.1032104	-	- -
6799.682917	687.8342285	-	- -
6799.684584	686.5651855	-	- -
6799.68625	685.2961426	-	- -
6799.687639	684.0270996	-	- -
6799.690139	682.7581177	-	- -
6799.691806	681.4890747	-	- -
6799.693472	680.2200317	-	- -
6799.694861	678.9510498	-	- -
6799.697361	677.6820068	-	- -
6799.69875	676.4129639	-	- -
6799.699584	676.4129639	-	- -
6799.700417	675.1439819	-	- -
6799.701806	673.874939	-	- -
6799.703472	672.605896	-	- -
6799.706528	671.3369141	-	- -
6799.708195	670.0678711	-	- -
6799.709861	668.7988281	-	- -
6799.711528	667.5298462	-	- -
6799.712917	666.2608032	-	- -
