6783.548472	744.9402466	0	0
6783.569028	745.5747681	-	-
6783.569306	744.9402466	-	-
6783.57375	745.5747681	-	-
6783.574028	744.9402466	-	-
6783.581528	745.5747681	-	-
6783.581806	744.9402466	-	-
6783.582084	745.5747681	-	-
6783.582361	744.9402466	-	-
6783.58375	745.5747681	-	-
6783.584028	744.9402466	-	-
6783.584584	745.5747681	-	-
6783.584861	744.9402466	-	-
6783.614028	745.5747681	-	-
6783.614306	744.9402466	-	-
6783.619028	745.5747681	-	-
6783.619306	744.9402466	-	-
6783.644584	745.5747681	-	-
6783.644861	744.9402466	-	-
6783.704028	745.5747681	-	-
6783.704306	744.9402466	-	-
6783.747639	745.5747681	-	-
6783.747917	744.9402466	-	-
6783.802917	745.5747681	-	-
6783.803195	744.9402466	-	-
6783.869584	744.3057861	-	-
6783.870139	744.9402466	-	-
6783.972917	744.3057861	-	-
6783.973195	744.9402466	-	-
6784.004028	744.3057861	-	-
6784.004306	744.9402466	-	-
6784.005139	744.3057861	-	-
6784.005417	744.9402466	-	-
6784.025695	744.3057861	-	-
6784.025972	744.9402466	-	-
6784.117084	744.3057861	-	-
6784.117361	744.9402466	-	-
6784.128472	744.3057861	-	-
6784.12875	744.9402466	-	-
6784.13125	744.3057861	-	-
6784.131528	744.9402466	-	-
6784.209861	744.3057861	-	-
6784.210139	744.9402466	-	-
6784.240139	744.3057861	-	-
6784.240417	744.9402466	-	-
6784.328472	744.3057861	-	-
6784.32875	744.9402466	-	-
6784.369028	744.3057861	-	-
6784.369306	744.9402466	-	-
6784.370972	744.3057861	-	-
6784.37125	744.9402466	-	-
6784.417639	744.3057861	-	-
6784.417917	744.9402466	-	-
6784.467361	744.3057861	-	-
6784.467639	744.9402466	-	-
6784.492639	744.3057861	-	-
6784.492917	744.9402466	-	-
6784.501806	744.3057861	-	-
6784.502084	744.9402466	-	-
6784.520972	744.3057861	-	-
6784.52125	744.9402466	-	-
6784.609306	745.5747681	-	-
6784.609584	744.9402466	-	-
6784.639861	744.3057861	-	-
6784.640139	744.9402466	-	-
6784.679306	745.5747681	-	-
6784.679584	744.9402466	-	-
6784.680417	745.5747681	-	-
6784.680695	744.9402466	-	-
6784.719028	744.3057861	-	-
6784.719306	744.9402466	-	-
6784.753472	744.3057861	-	-
6784.75375	744.9402466	-	-
6784.787639	745.5747681	-	-
6784.787917	744.9402466	-	-
6784.850139	744.3057861	-	-
6784.850417	744.9402466	-	-
6785.216667	745.5747681	-	-
6785.216944	744.9402466	-	-
6785.257361	745.5747681	-	-
6785.257639	744.9402466	-	-
6785.27625	745.5747681	-	-
6785.276528	744.9402466	-	-
6785.292639	745.5747681	-	-
6785.292917	744.9402466	-	-
6785.295139	745.5747681	-	-
6785.295417	744.9402466	-	-
6785.302917	745.5747681	-	-
6785.303195	744.9402466	-	-
6785.310972	745.5747681	-	-
6785.31125	744.9402466	-	-
6785.339306	745.5747681	-	-
6785.339584	744.9402466	-	-
6785.352917	745.5747681	-	-
6785.353195	744.9402466	-	-
6785.364028	745.5747681	-	-
6785.364306	744.9402466	-	-
6785.373195	745.5747681	-	-
6785.373472	744.9402466	-	-
6785.376528	745.5747681	-	-
6785.376806	744.9402466	-	-
6785.37875	745.5747681	-	-
6785.379028	744.9402466	-	-
6785.384028	745.5747681	-	-
6785.384306	744.9402466	-	-
6785.384861	745.5747681	-	-
6785.385139	744.9402466	-	-
6785.386806	745.5747681	-	-
6785.387084	744.9402466	-	-
6785.402361	745.5747681	-	-
6785.402639	744.9402466	-	-
6785.405972	745.5747681	-	-
6785.40625	744.9402466	-	-
6785.414861	745.5747681	-	-
6785.415139	744.9402466	-	-
6785.429306	745.5747681	-	-
6785.429584	744.9402466	-	-
6785.469028	745.5747681	-	-
6785.469306	744.9402466	-	-
6785.492639	745.5747681	-	-
6785.492917	744.9402466	-	-
6785.523472	745.5747681	-	-
6785.52375	744.9402466	-	-
6785.612361	745.5747681	-	-
6785.612639	744.9402466	-	-
6785.614306	745.5747681	-	-
6785.614584	744.9402466	-	-
6785.630139	744.3057861	-	-
6785.630417	744.9402466	-	-
6785.630695	745.5747681	-	-
6785.630972	744.9402466	-	-
6785.637639	745.5747681	-	-
6785.637917	744.9402466	-	-
6785.642639	745.5747681	-	-
6785.642917	744.9402466	-	-
6785.658472	745.5747681	-	-
6785.65875	744.9402466	-	-
6785.672917	745.5747681	-	-
6785.673195	744.9402466	-	-
6785.702917	745.5747681	-	-
6785.703195	744.9402466	-	-
6785.720139	745.5747681	-	-
6785.720417	744.9402466	-	-
6785.773195	745.5747681	-	-
6785.773472	744.9402466	-	-
6785.787084	745.5747681	-	-
6785.787361	744.9402466	-	-
6785.795417	745.5747681	-	-
6785.795695	744.9402466	-	-
6785.797639	745.5747681	-	-
6785.797917	744.9402466	-	-
6785.800972	745.5747681	-	-
6785.80125	744.9402466	-	-
6785.812084	745.5747681	-	-
6785.812361	744.9402466	-	-
6785.817639	745.5747681	-	-
6785.817917	744.9402466	-	-
6785.82375	745.5747681	-	-
6785.824028	744.9402466	-	-
6785.880556	745.5747681	-	-
6785.880833	744.9402466	-	-
6785.897917	745.5747681	-	-
6785.898195	744.9402466	-	-
6785.932084	745.5747681	-	-
6785.932361	744.9402466	-	-
6785.934861	745.5747681	-	-
6785.935139	744.9402466	-	-
6785.94375	745.5747681	-	-
6785.944028	744.9402466	-	-
6785.946806	745.5747681	-	-
6785.947084	744.9402466	-	-
6785.947361	745.5747681	-	-
6785.947639	744.9402466	-	-
6785.951528	745.5747681	-	-
6785.951806	744.9402466	-	-
6785.959861	745.5747681	-	-
6785.960139	744.9402466	-	-
6785.972361	745.5747681	-	-
6785.972639	744.9402466	-	-
6785.995695	745.5747681	-	-
6785.995972	744.9402466	-	-
6785.997917	745.5747681	-	-
6785.998472	744.9402466	-	-
6786.000417	745.5747681	-	-
6786.000695	744.9402466	-	-
6786.000972	745.5747681	-	-
6786.00125	744.9402466	-	-
6786.003472	745.5747681	-	-
6786.00375	744.9402466	-	-
6786.004306	745.5747681	-	-
6786.004584	744.9402466	-	-
6786.00875	745.5747681	-	-
6786.009028	744.9402466	-	-
6786.009861	745.5747681	-	-
6786.010139	744.9402466	-	-
6786.015695	745.5747681	-	-
6786.015972	744.9402466	-	-
6786.027361	745.5747681	-	-
6786.027639	744.9402466	-	-
6786.035139	745.5747681	-	-
6786.035417	744.9402466	-	-
6786.036528	745.5747681	-	-
6786.036806	744.9402466	-	-
6786.041806	745.5747681	-	-
6786.042084	744.9402466	-	-
6786.042639	745.5747681	-	-
6786.042917	744.9402466	-	-
6786.047639	745.5747681	-	-
6786.047917	744.9402466	-	-
6786.04875	745.5747681	-	-
6786.049028	744.9402466	-	-
6786.053472	745.5747681	-	-
6786.05375	744.9402466	-	-
6786.054028	745.5747681	-	-
6786.054306	744.9402466	-	-
6786.055139	745.5747681	-	-
6786.055417	744.9402466	-	-
6786.064306	745.5747681	-	-
6786.064584	744.9402466	-	-
6786.073195	745.5747681	-	-
6786.073472	744.9402466	-	-
6786.074584	745.5747681	-	-
6786.074861	744.9402466	-	-
6786.075139	745.5747681	-	-
6786.075417	744.9402466	-	-
6786.076528	745.5747681	-	-
6786.076806	744.9402466	-	-
6786.078472	745.5747681	-	-
6786.07875	744.9402466	-	-
6786.079306	745.5747681	-	-
